name,prediction
Zulfiqar Halepoto,Start
Syed Shamsul Hasan,Start
Anwar Ali Hyder,Start
Muhammad Ishaq Khattak,Start
Mufti Jafar Hussain,Start
Ahmed E. H. Jaffer,Start
Mehrumal Jagwani,Stub
Rustam Jamali,Stub
Hyder Bux Jatoi,C
Hamid Javaid,C
Jamal Kakakhel,Stub
Mian Muhibullah Kakakhel,C
Niat Qabool Hayat Kakakhel,Start
Syed Kamal,C
Kazi Abdul Kader,Start
Amir Habibullah Khan Saadi,C
Khan Muhammad Khan,GA
Malik Allahyar Khan,Start
Omar Asghar Khan,C
Rana Khudadad Khan,Stub
Rao Muhammad Afzal Khan,Stub
Mohammad Aslam Khan (Pakistan Peoples Party politician),Start
Tufail Ahmad Khan,Stub
Wajih-uz-Zaman Khan,Start
Shahal Khan Khoso,Start
Mir Dariya Khan Khoso,Stub
Naseer Khan Khoso,Stub
Zahoor Hussain Khoso,Start
Mumtaz Hasan Kizilbash,Stub
Abdul Aziz Kurd,Start
Dodo Maheri,Stub
Fakir Abdul Mannan,Start
Khalid Mansoor,Stub
Balach Marri,C
Sheikh Manzar Masaud,Stub
Inayatullah Khan Mashriqi,C
Ali Khan Masood,C
Maulana Bashir Ahmad Sialvi,Start
Salim Jan Khan Mazari,Stub
Tofazzal Hossain Manik Miah,GA
Mir Hasem Ali,Stub
Muhammad Aslam Butt,Start
Nepal Nag,Start
Syed Sajid Ali Naqvi,Start
Syed Nazrul Islam,C
Haji Omar,Stub
Saifullah Khan Paracha,Start
Habib ur Rahman (Indian National Army officer),C
Sheikh Tariq Rasheed,Stub
Chaudhry Muhammad Riaz,Start
Syed Ali Qutab Shah Rizvi,Stub
Syed Nasir Ali Rizvi,Start
Hafiz Saeed,GA
Sagheer Ahmad,Start
Muhammad Saifullah,Stub
Saleem Khursheed Khokhar,Stub
Pir Syed Mohammad Yaqoob Shah,Start
Zulfiqar Shah,C
Mian Muhammad Shahnawaz,Stub
Nawab Muhammad Khan Shahwani,Stub
Shaikh Abdul Majeed Sindhi,C
Shamsul Huq,Start
Khwaja Qamar ul Din Sialvi,C
Moni Singh,Start
Seth Sukhdev,Stub
Riffat Akbar Swati,Stub
Syed Muhammad Dehlavi,Stub
Habibullah Khan Tarin,Stub
Mir Thebo,Start
Mohammad Toaha,Start
Zille Huma Usman,Start
Fazaldad Wahla,Stub
Kh. Abdul Samad Wani,Stub
Mohammed Yahya,Start
Jahan Zeb of Swat,C
Ubaidur Rahman Zia,Stub
Abdelrahman al-Dajani,Stub
Ziad Abu Ein,C
Abu Omar Hassan,Stub
Ibrahim Abu-Lughod,C
Abdul-Ghani Al-Karmi,C
Hossam Arafat (politician),Stub
Salah al-Bardawil,Start
Mohammad Barghouti,Stub
Omar Barghouti,C
Fouad Bseiso,Stub
Aref al-Dajani,Start
Ahmad Agha Duzdar,Start
Samir Abu Eisheh,Stub
Faidi al-Alami,C
Sulayman Al-Taji Faruqi,GA
Zaki al-Ghul,Stub
Fadi al-Hadami,Stub
Amin Abd al-Hadi,Stub
Ghazi Hamad,GA
Osama Hamdan,C
Hajj Essa Hamed,Start
Yahya Hammuda,Start
Muhammad Nimr al-Hawari,C
Ahmed Hilmi Pasha,C
Musa al-Husayni,GA
Salim al-Husayni,Stub
Amin al-Husseini,B
Jamil Mezher,Start
Ramiz Jaraisy,Stub
Hussam ad-Din Jarallah,Start
Majdi Khaldi,C
Khaled Aref,Start
Ahmed Khalidi,Stub
Ruhi Khalidi,C
Majdi al-Saleh,Start
Osama Mazini,Start
Isra al-Modallal,Start
Walid Muaqqat,GA
Musa Faidi al-Alami,Stub
Raghib al-Nashashibi,Start
Ibrahim Nassar,Start
Nizar Awadallah,Start
Abdel Hafiz Nofal,C
Osama Al Saadawi,Start
Abd al-Sattar Qasim,Start
Wajeeh Qassim,Stub
Jibril Rajoub,GA
Abdullah Rimawi,GA
Kassim Rimawi,Start
Nabil Abu Rudeineh,Stub
Raed Salah,C
Azzam Shawwa,Stub
Mohammad Shtayyeh,C
Ahmad Shukeiri,C
As'ad Shukeiri,Start
Hikmat Zaid,C
Abbas Zaki,Start
Salim al-Za'nun,Start
Adel Zawati,Start
Ziad Al-Zaza,Stub
Tawfiq Ziad,C
Crispiano Adames,Stub
Carlos Afu,Stub
Roberto Alemán Zubieta,Stub
Marco Ameglio,Stub
José Domingo Arias,C
José Isabel Blandón Castillo,Start
José Isabel Blandón Figueroa,Stub
Edison Broce,GA
Harmodio Arias Cerjack,Stub
Gil Colunje,Start
Antonio Dominguez Richa,Start
Carlos Duque,Start
Francisco Vicente de la Espriella,Start
Enrique Geenzier,Stub
Clara González,C
Marcos Justine,Stub
Julio Linares,Start
Ricardo Lombana,Start
Genaro López,C
Victoriano Lorenzo,C
Saúl Méndez,Stub
Esther Neira de Calvo,B
Manuel Noriega,FA
José de Obaldía,Start
Gumercinda Páez,GA
Rómulo Roux,Stub
José Antonio Sossa,Start
Diógenes Vergara,Stub
Alex Anisi,Stub
Abba Bina,Start
Cherubim Dambui,C
Moses Maladina,Start
Ben Micah,Start
Noah Musingku,C
Francis Ona,C
Alexis Sarei,Stub
Peter Tsiamalili,GA
Yali (politician),C
Bernardino Cano Radil,Stub
Aníbal Carrillo,Stub
Juan Crisóstomo Centurión,C
Juan Carlos Da Costa,Start
José Díaz de Bedoya,Stub
Pedro Duarte (general),C
Ticio Escobar,C
José Félix Fernández Estigarribia,Stub
Amilcar Ferreira,Start
Mario Ferreiro,Start
Lalo Gomes,C
Domingo Gribeo,Stub
Walter Harms,Stub
Ramón Jiménez Gaona,Start
Fidel Maíz,Start
Óscar Rodríguez (Paraguayan politician),Start
Silvio Ovelar,Start
Vicente Rodríguez (politician),Stub
Ramón Romero Roa,Stub
Oscar Salomón (politician),Stub
Marcial Samaniego,C
Marcos Zeida,Stub
Nelson Chui,Start
Fausto Alvarado,Start
Roger Amuruz,Stub
Pedro Angulo Arana,Start
Carlos Arana,C
Ezequiel Ataucusi,C
Marcial Ayaipoma,Stub
Susana Baca,C
Alfonso Barrantes,Start
Jorge Basadre,GA
Carlos Basombrío Iglesias,C
Carlos Bazán Zender,Start
Francisco Belaúnde,Stub
Rodolfo Beltrán Bravo,Start
Carlos Boloña,Start
Luis Cáceres Velásquez,Start
Rogelio Canches,Stub
Hipólito Chaiña,Stub
Nazario Chávez Aliaga,C
Fernando Cillóniz,C
Ciro Castillo Rojo,C
Héctor Cornejo Chávez,Stub
Víctor Crisólogo,Start
Manuel Cipriano Dulanto,Stub
Luis A. Eguiguren,B
Víctor Espinoza Peña,Stub
Vicente Flores (politician),Stub
George Forsyth (footballer),GA
Hildebrando Fuentes,Start
Ronald Gamarra Herrera,Stub
Carlos Gamarra Ugaz,Start
Rafael Arcangel Avalos Garcia,Stub
Francisco de Paula González Vigil,Start
Julio Guzmán,C
Richard Hancco,Start
Nadine Heredia,Start
Fernando Herrera Mamani,Start
Antonio Huachaca,FA
José Huerta,Start
José Gálvez Paz,Start
José Lucas Chaparro,Start
Josué Gutiérrez Cóndor,C
Patricia Juárez,Start
Luis Felipe de Las Casas Grieve,Stub
Nieves Limachi,Stub
Rafael López Aliaga,GA
Santiago Manuin Valera,Stub
Pedro Mas,Start
Oscar Mollohuanca,C
Jorge Muñoz Wells,C
Luis Nava Guibert,C
Rosa María Ortiz,Stub
Bruno Pacheco (politician),C
Jorge Polar,Stub
Jaime Quijandría Salmón,Start
Roberto Ramírez del Villar,Stub
Ramón A. Chaparro,Start
Aníbal Ramón Ruffner,Stub
José de la Riva-Agüero y Looz-Corswarem,Stub
Roberto Sánchez Palomino,Start
Carlos Roca (politician),C
Miguel Romero Sotelo,Start
Miguel Rosas,Start
José Faustino Sánchez Carrión,Start
Manuel Tovar y Chamorro,C
Enrique Valderrama,Start
José Manuel Valdés,Start
Mario Vargas Llosa,GA
César Vásquez Bazán,Start
Walter Vásquez Vejarano,Stub
Federico Villarreal,Stub
Waldemar Cerrón,C
María Zavala Valladares,Stub
Claudio Zolla,Start
Victor Alter,B
Szymon Askenazy,C
Count Kasimir Felix Badeni,C
Franciszek Bajorek,Start
Wojciech Bakun,Start
Jolanta Banach,Start
Bartosz Pastuszka,Start
Józef Berger,Start
Mateusz Berger,Start
Józef Biniszkiewicz,Start
Stefan Bobrowski,C
Andrzej Bondarewski,Stub
Zdzisław Bradel,Start
Józefa Bramowska,Start
Heinrich von Brühl,C
Wiktor Budzyński,Stub
Franciszek Bujak,Start
Andrzej Butra,Start
Florian Ceynowa,Start
Władysław Ciastoń,Start
Adolf Ciborowski,Start
Aleksy Ćwiakowski,Stub
Jan Chryzostom Czapski,Start
Franciszek Dąbal,Stub
Bronisław Dankowski,Stub
Jerzy Derkacz,Stub
Jerzy Dietl,Stub
Robert Draba,Stub
Lech Dymarski,Stub
Tytus Działyński,Start
Mirosław Dzielski,Stub
Henryk Dziewior,Stub
Piotr Feliks,Stub
Tadeusz Ferenc,Stub
Bolesław Fleszar,Stub
Agaton Giller,Start
Stanisław Gmitruk,Start
Franciszek Ksawery Godebski,Stub
Tadeusz Górczyk,Stub
Wacław Grzybowski,Stub
Andrzej Gwiazda,C
Stanisław Haller,Start
Joanna Hańderek,C
Ze'ev Herring,Start
Emeryk August Hutten-Czapski,GA
Maksymilian Jackowski,Stub
Zdzisława Janowska,Stub
Władysław Leopold Jaworski,Stub
Kazimierz Karwowski,C
Anna Kędzierska,Stub
Jan Kilian (politician),Stub
Julian Klaczko,Start
Zenon Klemensiewicz,Stub
Jan Klimek,Stub
Karol Kniaziewicz,Start
Roman Knoll (politician),Stub
Janusz Komender,Stub
Tadeusz Kościuszko,FA
Antoni Kraszewski,Stub
Jerzy Kulczycki,Start
Eryk Kurnatowski,Stub
Jerzy Karol Kurnatowski,Start
Mikołaj Kurowski,Start
Karol Kuryluk,B
Michał Łempicki,GA
Jerzy Jan Lerski,C
Tadeusz Lewandowski,Stub
Isaac Lewin,Start
Karol Libelt,Start
Henryk Lipszyc,Start
Jan Lityński,Stub
Stanisław Lorentz,Start
Tomasz Łubieński,C
Michal Mackevič,Stub
Jan Mączyński,GA
Marcin Maranda,Start
Atanazy Miączyński,Start
Mieczysław Mickiewicz,Stub
Miecław,Start
Liliya Moshechkova,Start
Tadeusz Mostowski,Start
Marian Moszoro,Start
Kazimierz Narutowicz,Stub
Andrzej Niegolewski,Start
Szymon Niemiec,Start
Bonawentura Niemojowski,C
Wincenty Niemojowski,Stub
Jerzy Nos,Stub
Mieczysław Nowicki,Stub
Juliusz Nowina-Sokolnicki,Start
Wacław Olszak,Start
Antoni Jan Ostrowski,Start
Henryk Ostrowski,Stub
Rudolf Paszek,Start
Grzegorz Piechowiak,Stub
Kazimierz Pietkiewicz,Stub
Leon Piniński,Start
Edward Pomorski,Start
Dominik Potocki,Stub
Ignacy Potocki,GA
Gustaw Przeczek,Start
Karol Dominik Przezdziecki,Stub
Włodzimierz Ptasznik,Start
Antoni Rajkiewicz,Stub
Stanisław Rehman,Stub
Józef Retinger,FA
Janusz Rewiński,Stub
Michał Józef Römer,Start
Tadeusz Romer,Start
Adam Ronikier,Start
Jerzy Rutkowski,Stub
Józef Rymer,Stub
Lew Rywin,Stub
Władysław Hieronim Sanguszko,Stub
Aleksander Antoni Sapieha,Stub
Filip Schleicher,Stub
Mieczysław Serwiński,Start
Miriam Shaded,Start
Sieciech,Start
Skarbimir,Start
Stanisław Sławiński,Stub
Krzysztof Smela,Start
Paweł Soloch,C
Florian Stablewski,Stub
Walenty Stefański,Stub
Stanisław Stempowski,Stub
Zbigniew Stonoga,Start
Jan Suchorzewski,GA
Jerzy Swatoń,Stub
Jakub Świnka,C
Edward Szczepanik,C
Stanisław Szczepanowski,Start
Tadeusz Szelachowski,Start
Roman Szełemej,C
Wilhelm Szewczyk,Start
Jerzy Szteliga,Stub
Józef Szujski,Start
Teodor Szybiłło,Stub
Jakub Szydłowiecki,Start
Stanisław Tarnowski,Start
Bolesław Tejkowski,Stub
Ozjasz Thon,Start
Andrzej Tomaszewicz,Stub
Andrzej Towpik,Stub
Małgorzata Tracz,Stub
Tadeusz Trzmiel,Stub
Kazimierz Tyszka,Stub
Michał Urbaniak (politician),Start
Piotr Uszok,Stub
Antin Vasynchuk,C
Mieczysław Wachowski,Stub
Zbigniew Włosowicz,Start
Henryk Wujec,Start
Jan Wyrowiński,Stub
Andrzej Artur Zamoyski,Stub
Ferdynand Zarzycki,Stub
Alfons Zgrzebniok,C
Józef Żmij,Stub
Marceli Żółtowski,Stub
Fernando Alexandre (politician),Stub
João Almeida (politician),Stub
Álvaro Castello-Branco,Stub
António Alves Martins,Start
David José Alves,Stub
Vítor Alves (soldier),Start
Ana Paula Martins,Start
Albino Aroso,Start
Hermano José Braamcamp de Almeida Castelo Branco,Start
André Bradford,Start
Luís de Almeida Braga,Start
Helena Carreiras,GA
António Júlio de Castro Fernandes,C
Luís Filipe Castro Mendes,Stub
"Manuel Antônio Ribeiro de Castro, Baron of Santa Rita",Start
José Xavier de Cerveira e Sousa,Start
José Correia da Serra,C
Ângelo Correia,Start
António Maria de Sousa Horta e Costa,Start
António Borges Coutinho,Start
Francisco Manuel Homem Cristo,Stub
André Cusaco,Stub
José Cutileiro,C
Joana Amaral Dias,Start
Diogo de Castro,Stub
Teófilo Duarte,Start
António Osório Sarmento de Figueiredo Jr.,C
José Fontana (publisher),Stub
Manuel Frasquilho,C
Azedo Gneco,Stub
Luís Marques Guedes,Start
Miguel Guimarães,Stub
José Maria de Sousa Horta e Costa,C
Isaltino Morais,Stub
Isilda Gomes,Stub
"Jaime Álvares Pereira de Melo, 3rd Duke of Cadaval",Start
Jorge Jardim,Stub
João Leão,GA
Ricardo Baptista Leite,C
António Lima,Stub
António Lino Neto,B
Paulo Lowndes Marques,C
Bruno Maçães,Start
Martim Pires Machado,Stub
Manuel Magno,Start
Maria do Rosário Palma Ramalho,Stub
Manuel Martins Manso,Start
Guilherme d'Oliveira Martins,Start
Manuel Monge (military figure),Stub
Rui Moreira,Start
Francisco Pereira de Moura,Start
Henrique Neto,Start
Eduardo Oliveira e Sousa,Start
João Oliveira (politician),Stub
José Pacheco (politician),Stub
Álvaro Bulhão Pato,Stub
Jaime Nogueira Pinto,Start
Mário Lemos Pires,C
Alexandre Martins Pamplona Ramos,B
José Hipólito Raposo,Start
José Adriano Pequito Rebelo,Start
Joaquim Heliodoro da Cunha Rivara,C
Walter Rosa,Start
Rui Cristina,Stub
João Ferreira Sardo,C
Sérgio Humberto,Stub
Manuel Sérgio,Stub
"Francisco Xavier da Silva Pereira, 1st Count of Antas",Start
Mouzinho da Silveira,C
"José Maria de Sousa Macedo Almeida e Vasconcelos, 1st Baron of Santa Comba Dão",Start
António Tânger Corrêa,C
Marta Temido,C
Joaquim Vairinhos,Start
António Valverde Martins,Stub
Vasco Becker-Weinberg,Stub
Ahmed bin Muhammed Al Thani,C
Abdul Rahman bin Hamad Al Attiyah,Start
Abdul Aziz Bin Khalid Al-Ghanim,Stub
Ali al-Qaradaghi,Start
Hamad bin Jabor Al Thani,Start
Sergey Abisov,Start
Yury Afanasyev,C
Valeev Fales Ahatovich,Stub
Pyotr Aksyonov,Stub
Aleksandr Aleksandrovich Bublikov,Start
Salau Aliyev,Stub
Viktor Anpilov,Start
Pavel Astakhov,C
Marat Baglai,C
Mikhail Barsukov,C
Mikhail Batin,Start
Odes Baysultanov,Start
Alexander Bekovich-Cherkassky,C
Oleg Belozyorov,C
Bogdan Belsky,Start
Andrey Belyaninov,Start
Ivan Besedin,Stub
Nikolay Bogachyov,Start
Pavel Borodin,Start
Alexander Bortnikov,C
Anton Budilovich,Stub
Anatoly Bykov,Start
Sergey Chebotaryov,Start
Sergey Chemezov,GA
Vladimir Chernukhin,C
Joaquim Crima,Stub
Andrey Derevyankin,Start
Roman Dmitriyev,Start
Konstantin Dyulgerov,C
Geydar Dzhemal,C
Abdul-Kerim Edilov,Start
Vladimir Efimov,C
Dmitry Filippov (politician),Start
Boris Furmanov,Stub
Vladislav Grib,Stub
Dmitry Grigorenko,Start
Alexander Grigoryev,Stub
Alexander Gromov (politician),Stub
Vladimir Gusinsky,GA
Sergey Ignatyev (economist),Start
Nikita Isaev,Start
Grigory Isayev,Start
Leonid Ivashov,C
Gennady Kazmin,Start
Ruslan Khasbulatov,C
Vyacheslav Khizhnyakov,Start
Andrei Klepach,Stub
Konstantin Oberuchev,Start
Daniil Konstantinov,C
Gennady Konyakhin,Stub
Valentin Korabelnikov,Start
Andrey Korotkov,Start
Konstantin Kosiakin,Stub
Konstantin Kostin (politician),GA
Pshemakho Kotsev,B
Mikhail Kovalchuk,Start
Sergey Kravtsov (politician),GA
Maxim Ksenzov,GA
Sergei Kukharenko,Start
German Kuznetsov,Stub
Mikhail Sergeevich Kuznetsov,C
Vladimir Kvachkov,B
Gennady Lebedev,Start
Igor Levitin,GA
Alexey Limanzo,Stub
Adilgerei Magomedtagirov,Start
Mahammadtaghi Aliyev,GA
Alexander Sergeyevich Makarov,C
Konstantin Malofeev,C
Ahmed Malsagov (politician),Start
Evgeny Markin,Start
Yevgeny Maslov (politician),Start
Aleksandr Matovnikov,C
Vladimir Medvedev (politician),Start
Yevgeny Miller,C
Viktoriya Mitina,Stub
Yuriy Molchanov,Start
Yevgeny Murov,Start
Muslim Khuchiev,Start
Valery Nazarov,GA
"Aleksandr Nikitin (politician, born 1987)",Start
Magomed Omarov (politician),Start
Kongar-ool Ondar,Start
Mikhail Oseevsky,Start
Dmitri Osipov (manager),Start
Mikhail Pakhomov,Stub
Alexey Pleshakov,Stub
Andrey Podavalov,Stub
Konstantin Polezhayev,Start
Anatoly Popov,Stub
Viktor Rashnikov,C
Vladimir Samozhenkov,Stub
Valery Saykin,Stub
Yury Semyonov,Stub
Sergey Ochurdyapov,C
Yevgeny Shaposhnikov,C
Oleg Shishkin (politician),Start
Evgeny Shkolov,C
Alexander Shkurko,Stub
Aleksandr Shlyakhturov,Stub
Sergei Smirnov (intelligence officer),Start
Yevgeny Solntsev,C
Sergei Storchak,Start
Aleksandr Surat,Stub
Konstantin Surikov,Start
Alexander Tarasov,GA
Sergei Tiulpanov,Start
Sergey Tsoy,Stub
Dimitry Vasiliev,Start
Aleksandr Verkhovsky,C
Sergey Verlin,Stub
Lola Voronina,Stub
Stanislav Voskresensky,C
Oleg Vyugin,Start
Vasily Yakemenko,C
Nikolai Yegorov (politician),Stub
Vadim Zagladin,Start
Yury Zaostrovtsev,Stub
Valery Zorkin,C
Jacques Bihozagara,Start
Fulgence Nsengiyumva,Stub
Jean-Marie Vianney Gatabazi,Start
Emmanuel Havugimana,C
Patrick Karegeya,GA
Alexandre Lyambabaje,Start
Thomas Nahimana,Start
Fatuma Ndangiza,GA
François Ngarukiyintwali,Stub
Manasseh Nshuti,Start
Bernard Ntaganda,Stub
Valerie Nyirahabineza,C
Dancilla Nyirarugero,Start
Tharcisse Renzaho,Start
Jean de Dieu Rurangirwa,Stub
Protais Zigiranyirazo,C
Robelto Hector,Stub
Eustace John,Stub
Shirley Skerrit-Andrew,Stub
Hilford Deterville,Stub
Henry Giraudy,Stub
Ricky Skerritt,Start
Benarva Browne,Start
Kenneth John,Start
Gertrude Protain,C
Alphonso Theodore Roberts,Start
Miguel Álvarez Castro,Start
Mario Antonio Andino,Stub
Antonio Gutiérrez y Ulloa,C
José Ramón Ávalos Navarrete,Stub
José Alejandro de Aycinena,Start
Walter Béneke,GA
Reinaldo Carballo,GA
Fabio Castillo Figueroa,Stub
Ernesto Antonio Claramount Roseville,Start
Héctor Dada Hirezi,Stub
Carmen Elena Figueroa,Stub
Manuel Flores (Salvadoran politician),GA
Hugo Lindo,C
Gustavo López Davidson,Start
Román Mayorga Quirós,Stub
José Antonio Morales Ehrlich,Stub
Claudia Ortiz (El Salvador),Start
Aníbal Portillo,Stub
Eeileen Romero,Start
Rubén Alonso Rosales,Start
José Gregorio Salazar,Start
Javier Simán,Start
Guillermo Ungo,Stub
José Francisco Valiente,Stub
José Arturo Vásquez Machado,Start
Juan Vicente Villacorta,Start
César Yanes Urías,Stub
Xavier Zablah Bukele,Start
Sua Rimoni Ah Chong,C
Le Mamea Matatumua Ata,Start
William Coe (governor),Stub
Va'aelua Eti Alesana,Start
Lauaki Namulauulu Mamoe,C
Tui Manuʻa Elisala,C
Toleʻafoa Solomona Toʻailoa,Stub
Tamaseu Leni Warren,Stub
Abdullah bin Faisal Al Saud (1831–1889),GA
Abdullatif bin Abdulaziz Al-Sheikh,Stub
Dahham ibn Dawwas,Start
Faisal bin Turki Al Saud (1785–1865),GA
Khalid bin Saud Al Saud (1811–1865),C
Armand-Pierre Angrand,Stub
Léopold Angrand,Stub
Alioune Badara Cissé,Start
Landing Badji,Stub
Cheikh Abdoul Khadre Cissokho,Stub
Modou Dia,Stub
Karamba Diaby,C
Youssou Diagne,Stub
Ibrahima Diallo (politician),Stub
Alioune Diop,Start
Amadou Mame Diop,Start
Makhtar Diop,C
Ngalandou Diouf,Start
Cheikh Sadibou Fall,Start
Abbas Gueye,Stub
Maïmouna Kane,Stub
Louis Le Gros,Stub
Amadou-Mahtar M'Bow,C
Abdoul Aziz Mbaye,Start
Alioune Badara M'Bengue,Stub
Penda Mbow,Start
Mamadou Bamba Ndiaye,Stub
Marième Ndiaye,Stub
Ndioro Ndiaye,Start
Khalilou Sall,Stub
Alioune Sarr,C
Assane Seck,Stub
Léopold Sédar Senghor,B
Louis Jacques Senghor,Stub
Fatimata Seye Sylla,Start
Moustapha Sourang,Start
Branislav Andjelić,C
Dragan Andrić (politician),C
Shqiprim Arifi,Start
Ljiljana Beronja,Start
Sava Bjelanović,Start
Radmilo Bogdanović,C
Adam Bogosavljević,Start
Melko Čingrija,Start
Dragoslav Ćirković,Stub
Jovan Ćirković,Start
Dobrica Ćosić,C
Branislav Crnčević,Start
Jovan Dejanović (politician),Stub
Stojimir Dobrosavljević,Stub
Petar Dobrović,Start
Đura Dokić,Start
Panta Draškić,Start
Danica Drašković,GA
Milorad Drašković,Start
Željko Fajfrić,Stub
Vlada Ilić,GA
Trivo Inđić,Start
Antonije Isaković,Stub
Oliver Ivanović,B
Golub Janić,Start
Dragić Joksimović,Stub
Dragutin Jovanović-Lune,Start
Dragan Jovanović (Yugoslav politician),Stub
Stevan Knićanin,C
Milan Komnenić,Start
Josif Kostić,Stub
Drago Kovačević,Start
Milan Kovačević,Start
Bogoljub Kujundžić,Start
Ognjen Kuzmanović,Stub
Stjepan Mitrov Ljubiša,C
Panta Lunjevica,Start
Čedomir Marjanović,Stub
Svetozar Marković,C
Dobrica Matković,Stub
Bogdan Medaković,Start
Miroslava Milenović,Start
Stevan Milosavljević,Start
Jevrem Nenadović,Start
Radovan Ničić,Stub
Svetozar Pribićević,C
Medo Pucić,C
Zoran Radojičić,Start
Miloš Radosavljević (politician),Stub
Žika Rafajlović,Start
Goran Rakić,C
Dušan Salatić,Stub
Aleksandar Sandić,C
Miloš Savčić,FA
Arsenije Sečujac,Start
Stojan Simić,Start
Milan Smiljanić (priest),Start
Jovica Stanišić,GA
Dragiša Stojadinović,C
"Nikola Stojanović (politician, born 1880)",GA
Savo Štrbac,Start
Ilija Šumenković,Start
Ranko Tajsić,Start
Teodosije Maričević,Start
Mirko Tepavac,Stub
Lazar Tomanović,Start
Miloš Trifunović (politician),GA
Miloš Trivunac,Start
Dimitrije Tucović,C
Milorad Unković,Stub
Jovan Valenta,Start
Aleksandar Vasić (politician),Stub
Dragan Velikić,Start
Đorđe Vojnović,Stub
Milorad Vučelić,Start
Gavro Vučković Krajišnik,Start
Milija Zdravković,Stub
Dušan Zelenbaba,Start
Petar Živković,Start
Charles Bastienne,Stub
Wallace Cosgrow,Stub
Didier Dogley,Stub
Errol Fonseka,Stub
Joel Morgan,Stub
Satya Naidu,Start
John Amadu Bangura,C
Arnold Jonathan Bishop-Gooding,Start
Christopher Okoro Cole,Start
Moinina Fofana,Stub
Momoh Gulama,Start
Sheik-Umarr Mikailu Jah,C
Mohamed Wurie Jalloh,Stub
Henry M. Joko-Smart,Start
Yahya Kanu,Start
Danda Mohamed Kondeh,Stub
Henry Josiah Lightfoot Boston,Start
Émile F. Luke,Stub
Henry O. Macauley,Stub
Alie Badara Mansaray,Stub
Mohamed Kamarainba Mansaray,C
Solomon Musa,Start
Thomas Peters (revolutionary),C
Bai Kelfa Sankoh,Stub
Tinga Seisay,C
Nancy Steele,Start
Valentine Strasser,C
Alpha Timbo,Start
Andrew Kuan,Start
Lim Han Hoe,C
Ooi Boon Ewe,Start
Rajabali Jumabhoy,C
Tibor Bastrnák,Stub
Dagmara Bollová,Stub
Karol Dembovský,Start
Ľubomír Dolgoš,Start
Vladimír Faič,Start
Rudolf Filkus,Stub
Ján Francisci-Rimavský,C
Milan Haborák,Start
Ivan Hopta,Stub
Jozef Miloslav Hurban,C
Antonín Janoušek,Start
Dušan Jarjabek,Start
Andrea Kalavská,Stub
Ján Kollár,C
Juraj Košút,C
Magda Košútová,Stub
Ján Krošlák,Start
Ivan Lesay,GA
Ivan Lexa,Start
Ján Lunter,Start
József Nagy (politician),Start
Viliam Novotný,Stub
Štefan Osuský,C
Gabriel Palacka,Start
Lucia Plaváková,Stub
Jozef Pribilinec,C
Ján Richter,Start
Tatiana Rosová,Stub
Jozef Sivák,Stub
Radovan Sloboda (politician),Start
Ľudovít Štúr,C
Jaroslav Svěchota,Start
Ľubomír Vážny,Start
8th National Assembly of Slovenia,C
Mark Boris Andrijanič,Start
Joseph Emanuel Barbo von Waxenstein,Start
Tatjana Bobnar,Start
József Borovnyák,Stub
Klemen Boštjančič,Start
Uroš Brežan,Start
Ivan Cankar,C
Jože P. Damijan,GA
Lambert Ehrlich,GA
Josip Ferfolja,Start
Sanja Ajanović Hovnik,Start
Johann Nepomuk Hradeczky,Start
Božidar Jakac,C
József Klekl (politician),Start
József Klekl (writer),Start
Alojz Kovšca,Stub
Jožef Krajnc,Start
Ivan Kramberger,Start
István Kühár,Stub
Matija Majar,Start
Andrej Marinc,Stub
Matej Arčon,Start
Anton Novačan,Start
Igor Papič,Stub
Dominika Švarc Pipan,Start
Jože Podgoršek,Stub
Jožica Puhar,Stub
Dušan Šinigoj,Stub
Matija Škerbec,B
Alenka Smerkolj,Start
Emilija Stojmenova Duh,Start
Patricija Šulin,Stub
József Szakovics,Start
Vilmos Tkálecz,Stub
Ludvik Toplak,Start
Asta Vrečko,Start
Anton Fran Wagner,Stub
Nestor Ghiro,Stub
John Dean Kuku,Stub
Doreen Kuper,Start
Eric Lawson (politician),Start
John Maneniaru,Stub
Andrew Manepora,Stub
Julian Moti,C
Bartholomew Parapolo,Stub
Daniel Suidani,Start
Anthony Veke,Stub
Joseph Waleanisia,Stub
Ajilon Jasper Nasiu,Stub
Hassan Adan Wadadid,Start
Mohamoud Diriye Abdi Joof,Stub
Abdillahi Fadal Iman,Stub
Ahmed Abdisalam Adan,C
Abukar Umar Adani,Stub
Abshir Aden Ferro,C
Aden Isaq Ahmed,Start
Abdulahi Ahmed Afrah,Stub
Abdirahman Ahmed,Stub
Abdullahi Mohamed Ali,Start
Awad Ahmed Ashareh,Stub
Ali Abdi Aware,Start
Abdurahman Abdullahi Baadiyow,Start
Balal Mohamed Osman,Stub
Hussein Hagi Bood,Stub
Abdi Hassan Buni,Start
Abdikarin Dahir,Stub
Abdikarim Dhaaye,Stub
Ali Dhere,Stub
Djama Ali Moussa,Stub
Ahmed Farah Dualeh,Start
Mohamed Omar Dubad,Start
Osman Dubbe,Start
Mohamed Ali Facaye,Stub
Abdulcadir Gabeire Farah,C
Abdulrahim Abby Farah,C
Ahmed Moalim Fiqi,Start
Mohamud Abdi Gaab,Stub
Ahmed Gacmayare,Stub
Garaad Abdulahi Garaad Soofe,Start
Garad Adan Bin Kooshin,C
